Age,EdLevel,Employment,YearsCode,WorkExp,Country,JobSat,Salary,lgr_pred,svr_pred,rfr_pred,lgr_pred_raw,svr_pred_raw,rfr_pred_raw,xgb_pred,xgb_pred_raw
47,College/University course,Employed,31,26,United States of America,9,135000,12.055189696048213,11.934355135861995,12.088051552613722,171988.67003366188,152412.90159080006,177734.4615241445,12.030988693237305,167876.30987714147
32,Bachelor’s degree,Employed,5,4,United States of America,6,52000,11.805760634096668,11.414502079539647,11.524316341873234,134021.18622839666,90625.51230667271,101144.59999760556,11.56140422821045,104966.3079928577
42,Bachelor’s degree,Employed,17,14,Sweden,7,64877,11.18424520180714,11.40282270793747,11.38671276174602,71986.31499180215,89573.20867683401,88141.73444048826,11.281601905822754,79347.26859143142
42,Bachelor’s degree,Employed,20,10,Germany,4,80050,11.20549672,11.323151795292148,11.367084936168784,73532.52593973756,82713.63210526222,86428.55224,11.349886894226074,84954.84196821875
59,Master’s degree,Employed,43,40,Greece,5,32484,11.123840290199825,11.501378014571502,11.362120094764458,67766.65466114515,98850.89655,86000.50669267621,10.439956665039062,34198.17038606455
32,Master’s degree,Employed,19,8,France,6,47334,11.114061593744559,11.13613342,11.295551595924218,67107.20487125692,68604.87311559019,80461.90871540384,11.091161727905273,65587.89833452334
42,Professional degree,Employed,22,16,Germany,8,127616,11.49846781313248,11.524649034274848,11.38671276174602,98563.63581604804,101178.25596841387,88141.73444048826,11.586956024169922,107682.97123532214
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",30,15,Spain,6,104413,11.136586217801009,11.401166808477566,11.38671276174602,68635.94446500343,89425.00553168307,88141.73444048826,11.398913383483887,89223.71761452188
59,Bachelor’s degree,Employed,40,29,Germany,8,104413,11.443709421237273,11.483660289915957,11.362120094764458,93311.50624780645,97114.89032038394,86000.50669267621,11.493860244750977,98110.53715964398
59,Master’s degree,Employed,45,30,United States of America,9,150000,12.11775527908983,11.82283693,12.080799572025457,183093.0582,136329.44069806082,176450.18979260547,12.093159675598145,178644.67889224744
32,Bachelor’s degree,Employed,13,6,Canada,9,80984,11.408312478174174,11.192411632575258,11.089673792821452,90066.30274979943,72576.60140187379,65490.37888088238,11.400846481323242,89396.36454129696
47,Bachelor’s degree,Employed,32,25,United States of America,5,168000,12.040379953421867,11.958840030078758,12.083773896785136,169460.3156365257,156190.80185368677,176975.7942069074,12.10720157623291,181170.8987191707
32,Bachelor’s degree,Employed,15,10,United States of America,8,205000,11.962779761143782,11.777623003271454,11.996817950443388,156807.36930501962,130302.67974461292,162236.72071573092,12.009832382202148,164361.95180140724
42,School,Employed,26,19,Sweden,9,86163,11.338592553715708,11.492427848821663,11.364928252969344,84000.71999239076,97970.1032,86242.35194,11.078132629394531,64738.877118048134
32,Bachelor’s degree,Employed,16,7,Italy,8,98612,10.876800423444887,11.109090280856226,11.007651173268739,52932.96241362827,66774.41686948395,60333.00615564766,10.848907470703125,51476.87953063527
32,Bachelor’s degree,Employed,17,10,United Kingdom of Great Britain and Northern Ireland,9,163370,11.524186451222116,11.422129097801161,11.519781980259298,101131.46298297028,91319.36502114595,100687.00750050947,11.64506721496582,114126.00828311825
47,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",31,23,United States of America,9,145000,12.113843683920525,11.985032117431695,12.063302300740196,182378.2672775784,160335.8377792072,173389.62926838596,11.98635196685791,160547.59797759887
42,Bachelor’s degree,Employed,24,16,United States of America,9,600000,11.985946220329883,11.975446528841063,12.065598632463391,160482.46915518006,158806.2574919237,173788.2491774864,12.065768241882324,173817.728
32,Master’s degree,Employed,14,12,Brazil,7,36407,10.682156508227667,11.305274160792678,10.510738069815263,43570.411216645836,81248.02992959741,36706.56229187904,10.494239807128906,36105.91969046889
42,Associate degree,Employed,25,22,Spain,8,69609,11.075521572217804,11.472810205329324,11.364928252969344,64570.05809125633,96066.87052882773,86242.35194,11.04448413848877,62596.720237189424
32,Master’s degree,Employed,18,7,Poland,3,78595,11.071460519922098,11.082147515631453,11.19543026556117,64308.363385161014,64999.32283979086,72796.01755,11.02015209197998,61091.97065510195
65,Bachelor’s degree,Employed,30,29,United States of America,10,128000,11.987179381592467,11.739012367367769,11.941863681091863,160680.49322533922,125367.46087426535,153561.61545268112,11.971049308776855,158109.4800974219
65,Associate degree,"Independent contractor, freelancer, or self-employed",46,46,United States of America,8,225000,12.169613328027145,11.781009766836753,11.848390439574732,192838.4638105884,130744.73564646962,139858.0543141953,11.693540573120117,119794.40078139053
32,Secondary school,"Independent contractor, freelancer, or self-employed",20,8,Sweden,5,65786,11.07003248949124,11.080339411947238,11.358384727485593,64216.593198163064,64881.90170337353,85679.85872044749,11.410527229309082,90266.00046952984
42,Bachelor’s degree,Employed,14,7,United Kingdom of Great Britain and Northern Ireland,7,170177,11.321540065133757,11.260280478607033,11.317072308323212,82580.42581329252,77673.35874470582,82212.29505738667,11.321715354919434,82594.90276251781
42,School,"Independent contractor, freelancer, or self-employed",15,15,France,8,58007,11.113613832298208,11.370404910986665,11.38671276174602,67077.16313,86715.97303166946,88141.73444048826,11.376842498779297,87276.02190641937
42,Master’s degree,"Independent contractor, freelancer, or self-employed",16,15,United Kingdom of Great Britain and Northern Ireland,10,115720,11.628087703893113,11.546826518650889,11.678641988368195,112204.54638755397,103447.22434535548,118022.8484302293,11.795394897460938,132639.12296951542
32,Bachelor’s degree,Employed,8,8,United Kingdom of Great Britain and Northern Ireland,8,104829,11.473711382438308,11.311182532309196,11.433788411968486,96153.48371570614,81729.50033616545,92390.32906776787,11.484480857849121,97194.61321033177
32,Master’s degree,"Independent contractor, freelancer, or self-employed",5,3,France,5,140378,11.036480480428196,10.833347725389952,10.856259436687791,62097.70911007869,50682.09618416663,51856.73779,10.742496490478516,46280.44901111293
42,Master’s degree,Employed,5,3,Poland,7,60038,10.948363595861135,10.979293534717419,10.84711701250738,56859.92175,58646.107490618466,51384.793002470105,10.566197395324707,38799.848554156466
47,Master’s degree,Employed,15,15,United States of America,8,160000,11.946099038111786,11.869226129921667,12.114039669024434,154213.38722280387,142802.68443519273,182414.01440006404,12.007777214050293,164024.50517107706
42,Master’s degree,Employed,18,14,Ireland,6,121815,11.617662249472929,11.44689629617839,11.362120094764458,111040.8292583016,93609.35588835404,86000.50669267621,11.836254119873047,138170.93851415004
42,Bachelor’s degree,Employed,20,13,Canada,10,94846,11.47235212,11.49829290208745,11.396249431619596,96022.87285648406,98546.39728024347,88986.34357857448,11.620828628540039,111392.9870202952
32,Bachelor’s degree,Employed,10,6,Mexico,2,47375,10.390993946025134,10.989355458249268,10.937110989821967,32564.01872633382,59239.18896805402,56223.674626554464,10.237393379211426,27927.232653121842
47,College/University course,Employed,35,30,Switzerland,6,110214,11.980697210666994,11.568854891870346,11.907968954935525,159642.29684019252,105751.30484232957,148443.8748141649,11.864977836608887,142197.2993348018
32,Bachelor’s degree,Employed,20,10,Germany,6,87011,11.338158455279691,11.338733297994459,11.362120094764458,83964.26289067724,84012.54358591695,86000.50669267621,11.377684593200684,87349.54835
32,Bachelor’s degree,Employed,10,7,Germany,8,174022,11.314770317147813,11.235164049905256,11.118135579231561,82023.25844145294,75746.75226827242,67381.16039045446,11.256294250488281,77364.34733593787
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",15,11,Germany,8,174022,11.429904450170385,11.408833816527958,11.36550600547302,92032.18064282024,90113.27053,86292.19364946685,11.576260566711426,106537.37913838575
32,Others,Employed,8,3,Switzerland,10,68196,11.534094271371732,11.05137173568391,11.909310593132068,102138.44550081884,63029.35632073798,148643.16778793573,11.484675407409668,97213.52441369243
59,Professional degree,"Independent contractor, freelancer, or self-employed",45,35,Denmark,7,116640,11.873903006937581,11.52992659095344,11.364928252969344,143472.12392757292,101713.64676144428,86242.35194,11.502799034118652,98991.46688181056
32,Bachelor’s degree,Employed,8,3,Canada,6,59620,11.30844319,10.962202967887785,10.814373255485139,81505.91874348633,57652.31164,49729.47759809147,11.019512176513672,61052.888824164686
32,Master’s degree,"Independent contractor, freelancer, or self-employed",20,12,France,8,25523,11.294765781185818,11.361535484406156,11.38671276174602,80398.70461245097,85950.24401450672,88141.73444048826,11.500639915466309,98777.96097536037
47,Master’s degree,Employed,37,28,Spain,9,69609,11.382017065527984,11.508315568779174,11.379001004144559,87728.81317087825,99539.07130715983,87464.61329100332,11.237433433532715,75918.84818
32,Bachelor’s degree,Employed,6,3,Greece,7,20883,10.654729623614017,10.926887853041453,10.563193093208094,42391.6223,55651.810192148085,38683.45401244927,10.186793327331543,26549.220383476375
42,College/University course,Employed,18,15,United States of America,9,2000000,11.881326572943681,11.87750023301643,12.080287969437848,144541.16928802218,143989.15857830664,176359.9399953042,12.052708625793457,171562.4805009272
32,Bachelor’s degree,Employed,6,4,Mexico,7,58114,10.441944302380714,10.97166607493373,10.378289111490606,34266.213534327035,58200.48069750174,32152.902662519973,10.080073356628418,23861.73596775092
32,Master’s degree,Employed,20,7,Switzerland,8,198389,11.86223228283683,11.284852302705534,11.807226663821137,141807.42171757462,79605.60157122882,134217.8108306854,11.838077545166016,138423.11456383765
42,Secondary school,Employed,15,10,Germany,6,81210,11.118642327312955,11.27657911314724,11.362120094764458,67415.31482406847,78949.71793220383,86000.50669267621,11.16671371459961,70735.26869358198
42,Bachelor’s degree,Employed,20,16,United States of America,9,225000,11.983030243248677,11.96990455061302,12.072098644424969,160015.18466375192,157928.58539464106,174921.5606548003,12.057001113891602,172300.4975305203
32,Master’s degree,Employed,12,8,United States of America,9,108000,11.99764998105556,11.697860637833077,12.054224867291834,162371.76363794738,120313.04414490974,171822.8094805954,12.100166320800781,179900.78117391956
32,Master’s degree,Employed,9,5,Germany,5,78890,11.277048775121228,11.063500760621107,11.008847083061802,78986.80679116718,63798.50818608442,60405.20334652303,11.152792930603027,69757.38661078407
59,Master’s degree,Employed,40,32,United States of America,8,300000,12.148230490727801,11.820546133969684,12.098590230841012,188758.7819610862,136017.49307541957,179617.4631088938,12.155743598937988,190182.29543802844
42,College/University course,Employed,18,12,Finland,1,45246,10.990149729192053,11.209232601342306,11.375692238191919,59286.260420065104,73807.75251659966,87175.68830389355,11.334365844726562,83646.41845960026
32,College/University course,Employed,15,9,South Africa,7,38676,10.858511595326814,11.181548071946507,11.312645152629646,51973.66125927004,71792.41745591033,81849.12849,10.580987930297852,39377.998898489466
32,Associate degree,Employed,19,15,Finland,8,92812,11.214516428706299,11.440461339936071,11.364928252969344,74198.77736700534,93008.91133,86242.35194,11.254148483276367,77198.51729
59,Master’s degree,Employed,30,36,Brazil,10,54611,10.90532877983827,11.457782418013677,10.686341594909257,54464.82827307557,94633.97658168801,43753.14345784906,11.03586196899414,62059.31222413461
59,Master’s degree,Employed,40,31,United Kingdom of Great Britain and Northern Ireland,7,132057,11.647167765147389,11.495812117522835,11.544384482219279,114365.98974940609,98302.22541231365,103194.90822069457,11.642560005187988,113840.22633938243
47,College/University course,Employed,15,14,United States of America,9,150000,11.807957084575122,11.795625373561123,12.02229668465686,134315.88284824963,132669.69687092697,166423.44217561538,11.891463279724121,146013.80208921063
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",16,13,United States of America,7,120000,11.935775832364783,11.87080495153228,12.068358316205886,152629.58937510848,143028.32405373655,174268.51492905244,11.822944641113281,136344.12596178922
42,Bachelor’s degree,Employed,15,12,Poland,2,122805,10.985840935229941,11.302395907157544,11.362120094764458,59031.35339563811,81014.51083865037,86000.50669267621,11.104289054870605,66454.58141834669
42,Professional degree,Employed,12,6,Germany,8,139218,11.297295007035517,11.20016271746457,11.110114315529195,80602.31099839331,73141.34240168241,66842.83223553517,11.337106704711914,83875.99880179754
47,Master’s degree,"Independent contractor, freelancer, or self-employed",33,30,United States of America,9,170000,12.30961802065089,11.964054181723181,12.120669254820267,221818.22351870927,157007.33651198115,183627.3679601947,12.207764625549316,200337.68244499518
47,Master’s degree,"Independent contractor, freelancer, or self-employed",17,25,Spain,8,63808,11.369888298722389,11.493612175864826,11.38671276174602,86671.18554975775,98086.20175845495,88141.73444048826,11.290728569030762,80074.76829
42,Master’s degree,Employed,12,11,Spain,7,46406,11.069046177125879,11.292258174499684,11.347038315879232,64153.28581747635,80197.34634,84713.18295208042,11.210824012756348,73925.30612107515
32,Secondary school,Employed,13,12,Austria,7,70653,11.22552478,11.329973628753761,11.375692238191919,75020.10683188091,83279.82659681991,87175.68830389355,11.284529685974121,79579.92329197498
42,Secondary school,Employed,32,25,Canada,7,58367,11.535921241368522,11.559051484236914,11.369567056155756,102325.22176860415,104719.6370820939,86643.34722608273,11.744708061218262,126083.55864684714
59,College/University course,Employed,45,45,United States of America,8,147000,12.279613635805937,11.83060669219696,12.063073162609653,215261.5308240385,137392.82173172018,173349.90341526948,12.121395111083984,183760.70414687367
65,Bachelor’s degree,Employed,35,45,United Kingdom of Great Britain and Northern Ireland,10,70794,11.876324513578975,11.66051028605243,11.518820217018726,143819.96603103692,115902.15909743277,100590.21602882976,11.53234863,101960.30247823594
32,Master’s degree,Employed,10,6,Spain,7,116015,11.07789746366256,11.069134315120603,11.081460695755611,64723.65430746974,64158.94049677369,64954.69465364533,11.009661674499512,60454.42976954295
32,Master’s degree,Employed,15,10,France,7,75410,11.196825205666917,11.252028444220944,11.362120094764458,72897.63588391813,77035.02466514707,86000.50669267621,11.208614349365234,73762.13421268748
42,Bachelor’s degree,Employed,23,13,India,10,37197,10.46007972774726,11.327588278577092,10.68421355990372,34893.333382616656,83081.4094,43660.13210973622,10.734006881713867,45889.20073821275
32,Master’s degree,Employed,15,8,Czech Republic,9,67400,11.143093316185391,11.230301854749447,11.361789836273836,69084.02809650362,75379.34583883015,85972.10865448935,11.054536819458008,63229.16872349532
32,Master’s degree,"Independent contractor, freelancer, or self-employed",8,6,France,7,98612,11.145784468261544,11.053749565065745,11.070108962003024,69270.19680509248,63179.41008436775,64221.504266594144,11.40718936920166,89965.20413695749
47,Professional degree,Employed,30,30,United Kingdom of Great Britain and Northern Ireland,6,49011,11.816976543771702,11.590383771351414,11.580942041259348,135532.8283376739,108052.71800140683,107037.30513106463,11.64936637878418,114617.7152
59,Bachelor’s degree,Employed,40,35,Canada,10,163646,11.710875732031974,11.575260081741165,11.381378006765928,121889.17727476213,106430.8423943941,87672.76658,11.34996223449707,84961.24280549271
42,Bachelor’s degree,Employed,33,21,United Kingdom of Great Britain and Northern Ireland,4,190598,11.539062180795568,11.576421365555188,11.550591802483689,102647.12751155105,106554.51176398376,103837.47050473733,11.546334266662598,103396.31428255413
59,College/University course,Employed,47,45,United States of America,8,135000,12.277821119802933,11.819597046553884,12.089483911359359,214876.01491763064,135888.4608764295,177989.22487957144,12.161090850830078,191201.9772
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",22,19,United Kingdom of Great Britain and Northern Ireland,8,40842,11.625416885405455,11.615276668228686,11.549404146550534,111905.26558010532,110776.24567139657,103714.2193336324,11.776458740234375,130151.06026629478
32,Master’s degree,Employed,10,6,United States of America,8,120000,11.93459097370605,11.570365057501478,11.906943453265985,152448.8507956799,105911.12898860719,148291.7223768319,11.955300331115723,155638.90724126974
59,Master’s degree,Employed,45,40,Germany,7,116015,11.700914509617792,11.539056081290369,11.362120094764458,120681.02941355348,102646.50141067302,86000.50669267621,11.48187255859375,96941.42829931683
32,Bachelor’s degree,Employed,11,9,United States of America,8,120000,11.941722819714032,11.734235406665782,12.016826098524769,153539.98593450268,124770.00880205761,165515.48871340073,11.98992919921875,161122.94608115812
47,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",30,26,Canada,9,94846,11.693407852361386,11.601077810931468,11.38671276174602,119778.50249994559,109214.4494681089,88141.73444048826,11.371501922607422,86811.15475698607
47,Bachelor’s degree,Employed,30,25,United States of America,6,80000,12.056705247988111,11.969703854139127,12.080764519357956,172249.52693288345,157896.89266414495,176444.00481612008,12.073075294494629,175092.4822375507
32,Master’s degree,Employed,11,9,France,10,54295,11.209557685101867,11.254889083146406,11.319095220609166,73831.75044381314,77255.71242,82378.77367107185,11.217609405517578,74428.63084029386
32,Bachelor’s degree,Employed,15,9,United Kingdom of Great Britain and Northern Ireland,9,170177,11.50997257928563,11.375224450065197,11.470902158956887,99704.14697942034,87134.91762094224,95883.74334,11.556299209594727,104431.81339474628
47,College/University course,Employed,34,34,United States of America,0,140000,12.059747479100475,11.79961621304577,12.1515038,172774.3507579465,133200.22224312584,189377.66300839654,12.12066650390625,183626.8628150381
42,Master’s degree,Employed,20,11,Italy,7,63808,10.853941000254514,11.259367122859205,10.992422909777257,51736.648186631704,77602.44681152803,59421.18436454755,10.926380157470703,55623.562678089365
42,College/University course,Employed,28,13,Germany,8,58007,11.25217647952574,11.394735466184347,11.379001004144559,77046.42956068146,88851.72174833459,87464.61329100332,11.36002254486084,85820.30329947725
59,Master’s degree,Employed,39,35,Romania,8,57437,11.324045868823372,11.500791567553057,11.379001004144559,82787.61813802079,98792.94214685333,87464.61329100332,11.127945899963379,68045.45414
42,Bachelor’s degree,Employed,17,9,Sweden,7,104822,11.098712060538205,11.249063410700517,11.319095220609166,66084.99057837411,76806.94856347059,82378.77367107185,11.107404708862305,66661.95690323746
32,College/University course,"Independent contractor, freelancer, or self-employed",13,7,Brazil,8,43689,10.457206350575948,11.021508166156334,10.281409203761031,34793.21271277592,61174.87345343161,29183.97216111711,10.309762954711914,30023.318673336427
42,Professional degree,Employed,30,15,United States of America,9,254000,12.099453488481528,11.95016823223659,12.226856120967419,179772.58706588746,154842.19400201083,204199.19118330264,12.312970161437988,222563.04045339234
42,Master’s degree,"Independent contractor, freelancer, or self-employed",16,12,India,3,34872,10.409032046644764,11.17062546502749,10.613279109863386,33156.75969971699,71012.51322509006,40670.34664512349,10.800834655761719,49060.73371042234
42,Master’s degree,Employed,15,13,Germany,2,92812,11.257977383991953,11.349484531748352,11.375692238191919,77494.67319120181,84920.66580121218,87175.68830389355,11.422286987304688,91333.78468656796
32,Bachelor’s degree,Employed,16,11,United States of America,9,100700,12.00217333712624,11.84349928,12.076313806687265,163107.89710580456,139175.65142620684,175660.44379344353,12.100286483764648,179922.40000401574
47,Master’s degree,Employed,12,8,United States of America,6,240000,11.770701183480707,11.629055738212253,11.796123515638532,129403.8554937654,112313.21779759593,132735.80219103143,11.748614311218262,126577.0396566653
42,Professional degree,Employed,19,12,United Kingdom of Great Britain and Northern Ireland,8,95299,11.546487837661719,11.454029657948489,11.57237324623146,103412.19433074114,94279.49977002779,106124.03423782086,11.679621696472168,118138.53401079567
42,Others,Employed,4,1,Germany,6,48726,10.89198974847345,10.871232788142333,10.931034308044113,53743.13095393873,52639.064333653885,55883.05114918086,10.670455932617188,43063.57156541005
47,Bachelor’s degree,Employed,28,20,United States of America,4,195000,11.924375147450236,11.91876733539294,12.078046449579023,150899.37765704186,150055.5249947575,175965.06617007832,11.974627494812012,158676.24219472185
42,Master’s degree,"Independent contractor, freelancer, or self-employed",18,11,Spain,7,46406,11.11761725,11.294091383956788,11.362120094764458,67346.24341159893,80344.50155369614,86000.50669267621,11.675342559814453,117634.07888604965
42,Master’s degree,"Independent contractor, freelancer, or self-employed",25,15,Czech Republic,6,197225,11.158883513943632,11.40991792524575,11.362120094764458,70183.55235975733,90211.01717183339,86000.50669267621,11.327289581298828,83056.59662008792
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",20,15,United Kingdom of Great Britain and Northern Ireland,8,190598,11.53231573729396,11.538155950680244,11.60626833,101956.94846348622,102554.14682443118,109782.80763037839,11.761933326721191,128274.21177078666
42,Secondary school,Employed,23,23,Sweden,9,71279,11.259992611470057,11.497388057199522,11.38671276174602,77651.00206746829,98457.26750198925,88141.73444048826,11.362128257751465,86001.20872472321
47,Bachelor’s degree,Employed,33,27,United States of America,10,145000,12.167576402875323,12.021730232019296,12.092673669691328,192446.0640366476,166329.19730653724,178557.8771318712,12.193854331970215,197570.20539064737
32,Bachelor’s degree,Employed,9,6,India,5,91829,10.336709020704673,10.936102747531042,10.104838632945155,30843.354700384654,56167.01509986771,24460.08173571864,10.204565048217773,27025.281169689737
42,Master’s degree,Employed,6,6,United States of America,8,200000,11.82055634603075,11.605467426273671,11.874046004702956,136018.88211166955,109694.91704311965,143492.6417306509,11.916716575622559,149748.11043446037
47,Master’s degree,Employed,30,22,Spain,8,116015,11.250625292912055,11.477907329593956,11.364928252969344,76927.00726640614,96557.79047988006,86242.35194,11.21384048461914,74148.63941336134
32,Secondary school,Employed,17,11,United Kingdom of Great Britain and Northern Ireland,3,51053,11.320518476861853,11.275895288479298,11.57573700798548,82496.10467528083,78895.74793883946,106481.6146396086,11.514676094055176,100174.21623306282
32,Bachelor’s degree,Employed,16,10,Switzerland,8,117793,11.85600577237046,11.431158955826538,11.886868989797483,140927.1933150392,92147.70923897762,145344.50640131332,11.895747184753418,146640.65736981484
47,Bachelor’s degree,Employed,43,18,United Kingdom of Great Britain and Northern Ireland,1,81685,11.391672505834608,11.478729649542116,11.572788214582424,88579.98575538505,96637.22535542701,106168.08190683664,11.446773529052734,93597.86431943782
42,Bachelor’s degree,Employed,28,22,Brazil,10,36407,10.728852326765015,11.520799933926305,10.996009471476167,45653.265769162965,100789.55541262463,59634.68833877729,11.015643119812012,60817.12425380099
42,Bachelor’s degree,Employed,9,16,United States of America,9,260000,11.983030243248677,11.96990455061302,12.072098644424969,160015.18466375192,157928.58539464106,174921.5606548003,12.057001113891602,172300.4975305203
42,Master’s degree,Employed,27,22,Poland,6,79141,11.313891052999727,11.535588953219449,11.362120094764458,81951.16914914153,102291.22562634145,86000.50669267621,11.309974670410156,81630.84077437753
32,Bachelor’s degree,Employed,15,6,Sweden,7,62893,11.150318245328817,11.091695584298607,11.081460695755611,69584.96999,65622.92273539928,64954.69465364533,11.085936546325684,65246.07824485045
42,Bachelor’s degree,Employed,15,10,United Kingdom of Great Britain and Northern Ireland,9,149756,11.418494589932862,11.414467580310609,11.568917199586954,90988.06286079365,90622.38582,105757.89423225306,11.586957931518555,107683.17662639332
59,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",34,34,Germany,9,139218,11.632735209156753,11.528653046032792,11.38671276174602,112727.23591535495,101584.19104104047,88141.73444048826,11.49880313873291,98596.69260381807
42,College/University course,Employed,18,13,United States of America,9,240000,11.843728128110968,11.823370512336105,12.085329760463594,139207.50555085595,136402.20379326938,177251.3602889841,12.063941955566406,173500.57490088898
59,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",28,28,Canada,10,13133,11.620155067173338,11.500469240247996,11.39329402823628,111317.98159736881,98761.10329326647,88723.73832565831,11.509771347045898,99684.08510799623
42,Bachelor’s degree,Employed,15,12,Brazil,8,36407,10.490110400465795,11.301356225693695,10.718513223964196,35957.126959995374,80930.32428,45183.67338719795,10.72005558013916,45253.41801891605
42,Professional degree,Employed,25,25,Canada,8,138621,11.767386396251137,11.619135494247125,11.38729984,128975.61608471033,111204.54161755167,88193.49661194831,11.779314041137695,130523.21461502631
42,Associate degree,Employed,23,19,United States of America,5,165000,11.806871041571641,11.904490864730718,12.004502533308282,134170.08812138473,147928.4669861578,163488.2525,11.896992683410645,146823.41314457322
32,Bachelor’s degree,Employed,15,10,Denmark,8,10731,11.530742099473207,11.376684792966945,11.359745778413123,101796.62975453315,87262.25889806166,85796.55412886299,11.551565170288086,103938.59273536227
42,Bachelor’s degree,Employed,29,21,United States of America,6,175000,12.030975764044545,12.008912587133018,12.098695627304126,167874.1393730735,164210.8410748968,179636.39525728874,12.112689018249512,182167.80173060313
32,Bachelor’s degree,Employed,17,7,Canada,2,156860,11.309703223456813,11.143680711169518,11.106603037005787,81608.68506708919,69124.62021612235,66608.53650249279,11.360779762268066,85885.31329449014
32,Master’s degree,Employed,15,8,France,5,55687,11.113380076974476,11.123756794168509,11.300391821566647,67061.48509,67760.99656714687,80852.31140580015,11.185667037963867,72088.74195901018
32,Bachelor’s degree,Employed,18,7,Canada,5,47423,11.376924443204192,11.18185510338297,11.20351252143453,87283.17406482181,71814.46367626861,73386.76574117511,11.410699844360352,90281.58325731699
42,Bachelor’s degree,Employed,4,2,Germany,7,51975,11.087640489297577,10.998627859641205,10.958152224417843,65357.350318974204,59791.04232772488,57419.245226574516,10.92837905883789,55734.86189349373
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",10,5,United States of America,4,85000,11.836524146142128,11.423588481788679,11.337224553503946,138208.25360499942,91452.73379404715,83885.88419,11.11170482635498,66949.23266743185
47,Master’s degree,Employed,35,20,Sweden,7,83857,11.289408889469291,11.44908051595849,11.362120094764458,79969.16363025154,93814.04494086838,86000.50669267621,11.264394760131836,77993.59123542738
32,Bachelor’s degree,Employed,15,11,United States of America,7,131000,11.968070356893506,11.815790473925098,12.039113006731586,157639.17743725082,135372.171,169245.75313187737,12.041409492492676,169634.8725
42,Master’s degree,Employed,17,15,Canada,9,91928,11.538142281892629,11.518029422961053,11.381378006765928,102552.74502949089,100510.70053727292,87672.76658,11.703033447265625,120937.01822547993
59,Bachelor’s degree,Employed,29,38,Italy,7,58007,11.15877517324868,11.483808075314707,11.099273451182043,70175.94892846773,97129.24369154318,66122.10105,11.093019485473633,65709.85985920065
42,Master’s degree,Employed,12,13,United States of America,1,280000,11.820626705171025,11.753085182011299,12.206003871685954,136028.4527,127144.22066895069,199985.24570412945,12.126094818115234,184626.3628978523
59,Master’s degree,Employed,53,43,United States of America,10,250000,12.404967842880698,11.865308585318793,12.065654670938798,244009.81885955235,142244.33901758605,173797.98833493362,12.153322219848633,189722.34666320906
42,College/University course,Employed,30,12,Portugal,4,60328,10.835140785101949,11.245599697572898,11.360104156840952,50773.05553,76541.36807655614,85827.30763179019,11.128406524658203,68076.80523
47,College/University course,"Independent contractor, freelancer, or self-employed",30,27,Germany,7,81210,11.505022116568686,11.517229134993897,11.379001004144559,99211.78009410482,100430.29441109362,87464.61329100332,11.556077003479004,104408.61036295109
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",38,27,Germany,8,34804,11.644123770426075,11.636465655354348,11.362120094764458,114018.38655586432,113148.54788661825,86000.50669267621,11.52430534362793,101143.48757960263
65,Associate degree,Employed,45,45,United States of America,10,147000,12.155504179367956,11.812192774355609,11.914349607362583,190136.7672855901,134886.01409342443,149394.07819992342,11.960759162902832,156490.84248429764
42,Master’s degree,Employed,24,17,Denmark,4,111975,11.561980382874632,11.504604051548885,11.379001004144559,105026.80282246013,99170.31137014572,87464.61329100332,11.718926429748535,122874.43894703194
42,Bachelor’s degree,Employed,13,9,Italy,6,90491,10.748867832731364,11.173546702904089,10.974464878425763,46576.265335547236,71220.26389,58363.603372593396,10.741670608520508,46242.24178
32,Bachelor’s degree,Employed,10,6,United States of America,10,105000,11.92182074189525,11.610990632514497,11.853519830309493,150514.4087867419,110302.46648267197,140577.2890927109,11.921709060668945,150497.59997994246
42,Others,Employed,20,15,Germany,3,81210,11.138849304571968,11.398711439942199,11.364928252969344,68791.45172286028,89205.70107826349,86242.35194,11.409879684448242,90207.56745831225
59,Master’s degree,Employed,30,30,Czech Republic,7,60847,11.233688979309523,11.425348276728712,11.38671276174602,75635.10135294421,91613.81530566882,88141.73444048826,10.984570503234863,58956.40442400595
42,Bachelor’s degree,Employed,14,10,United States of America,8,250000,11.84602424872136,11.786546944448098,11.974812284994519,139527.5123160635,131470.70606537125,158705.56690064215,11.942490577697754,153657.91351641095
42,Master’s degree,Employed,27,20,United States of America,6,250000,12.065949497943826,11.985559824692633,12.182249317625095,173849.23652444524,160420.47102152332,195290.64148736163,12.209156036376953,200616.6298771783
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",20,10,Romania,8,58007,11.168102870396567,11.334767607688011,11.382031628908164,70833.60067470054,83680.03164597265,87730.09082280402,11.476093292236328,96382.78800524607
